ID,Name,Description,URL,Created,Types,Access Modes,Alt. Names / Keywords,Use Proxy,Friendly URL,Subjects,More Info,Map Ct,New,Trial,Featured,Permitted Uses
21457089,Sunday Times (London),Full images of the pages of The Sunday Times (London).,https://link.gale.com/apps/STHA?u=nash87800,5/10/16 14:59,,,,Yes,sundaytimes,News and Newspapers,Coverage: 1822-2006.,18,No,No,No,
35527009,Supplementum Epigraphicum Graecum,"Newly published Greek inscriptions and studies on previously known documents. Complete Greek texts of all new inscriptions, summary of new readings, interpretations, and studies of known inscriptions.",https://scholarlyeditions.brill.com/sego/,9/6/17 13:09,,,seg,Yes,supplementumepigraphicum,Classics,,3,No,No,No,
21457090,Supreme Court Database,"Information about each case decided by the Court. Identity of the court whose decision the Supreme Court reviewed, the parties to the suit, the legal provisions considered in the case, and the votes of the Justices.",http://scdb.wustl.edu,5/10/16 14:59,Law Library,,,No,supremecourtdatabase,Law,,1,No,No,No,
21457091,SUR,"SUR was ""one of the most important and influential literary magazines published in Latin America in the 20th Century."" This resource includes images of the complete magazine including covers, photographs, and advertisements as well as a comprehensive index. A set of images of manuscripts from the first issue and an unpublished set of letters by Victoria Ocampo are also included.",https://go.gale.com/ps/aboutThisCollection?userGroupName=nash87800&inPS=true&mCode=8RPY&prodId=GDSC,5/10/16 14:59,,,,Yes,sur,"English, Latin American Studies, Portuguese, Primary Sources, Spanish",Coverage: 1931-1992.,4,No,No,No,
21457092,Synoptic Gospels Primer,"Tools for the literary analysis of the Synoptic Gospels, including search, a glossary, and links to other resources on the issue of the relationship among the three gospel texts.",http://purl.oclc.org/ATSRW/gospelprimer,5/10/16 14:59,Divinity Library,,,No,synopticgospels,Biblical Studies,,0,No,No,No,
67106631,Tabloids = Xiao Bao + 小报,"Smaller format newspapers published mostly in Shanghai recorded what broadsheets missed, emphasizing leisure and entertainment, including novels, essays, and trends in film, theater, dance, etc. Numerous talented scholars and tabloid writers contributed, and together they shaped the collective conception of popular culture and modern cities.",https://www.cnbksy.com/product/productDescription?id=16&isProduct=false,6/1/22 11:15,,,,Yes,tabloids,Asian Studies,Coverage: 1897-1949.,0,No,No,No,
43869863,Taiwan Journals Search = 台灣人社百刊,Academic journals from the humanities and social sciences published in Taiwan. New titles continue to be added.,https://p.udpweb.com/soc,8/23/18 14:06,,,Taiwan Academic Classics,Yes,taiwanjournalssearch,Asian Studies,Coverage: 01/01/1967-12/31/2018.,1,No,No,No,
21457093,TaxNotes,"Comprehensive, impartial coverage of tax news; commentary contributing to the understanding and application of tax policy.",http://www.taxnotes.com,5/10/16 14:59,Law Library,,Tax Analysts,Yes,taxnotes,Law,Access Note: You must create a login while on the Vanderbilt campus.;Help Center: https://www.taxnotes.com/support/help-center,0,No,No,No,
21457094,Teacher Reference Center,Indexing and abstracts for popular teacher and administrator journals and magazines to assist professional educators.,"https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=trh",5/10/16 14:59,Peabody Library,,,Yes,teacherreferencecenter,"Education, Juvenile Literature",,0,No,No,No,
21457095,Teatro Espanol del Siglo de Oro,"First editions of Spanish plays from the 16th and 17th centuries (e. g., Lope de Vega, Cervantes, Ruíz de Alarcón) with text copied exactly as written, with all peculiarities captured (accents, abbreviations, etc.).",https://search.proquest.com/teso/advanced?accountid=14816,5/10/16 14:59,,,,Yes,teatroespanol,"Portuguese, Spanish",Coverage: 16th-17th century.;,2,No,No,No,
52269778,TechRxiv : Preprints in Technology Research,"TechRxiv is an open, moderated preprint server for unpublished research in electrical engineering, computer science, and related technology. By using TechRxiv, authors can quickly disseminate their work to a wide audience and gain community feedback on a draft version of their research. A preprint is a draft version of an article; final versions of published articles should not be submitted to TechRxiv.",https://www.techrxiv.org/,2/10/20 11:38,Science and Engineering Library,,,No,techrxiv,Electrical Engineering and Computer Science,,0,No,No,No,
75734577,TeenBookCloud,"A digital collection of books for middle and high school age learners. Books are available in subjects across the curriculum. The collection also includes graphic novels, audio books, and enhanced novels. Lesson plans and quizzes are available for teachers.;An app download is available for this resource. For login information, please contact David Golann at david.golann@vanderbilt.edu;",https://www.teenbookcloud.com/autologin.aspx?u=vanderbiltedu&p=login,3/7/24 9:05,Peabody Library,,"Teen Book Cloud, Tumble Book Cloud, Tumble Book Teen",Yes,teenbookclound,Education,,0,No,No,No,
44931259,Tennessean (1812-2002),Full-text archive of Nashville's main daily newspaper.,https://search.proquest.com/hnpnashvilletennesseanshell/index?accountid=14816,10/12/18 9:03,,,ProQuest Historical Newspapers: The Nashville Tennessean‎,Yes,tennessean1812-2002,News and Newspapers,Coverage: 1812-2002.,39,No,No,No,
21457096,Tennessean (2002-present),Nashville's local and regional newspaper: The Tennessean.,https://search.proquest.com/tennessean?accountid=14816,5/10/16 14:59,Peabody Library,,tenessean,Yes,tennessean2002present,News and Newspapers,"Coverage: Nov. 7, 2002, to date, with incomplete coverage back to Jan. 1, 1999.",16,No,No,No,
21457099,Tennessee Electronic Library (for residents of Tennessee only),"Research databases available to all Tennessee residents. Includes magazines, journals, newspapers, e-books, primary source materials, standardized test preparation, genealogy records, and career search help. NOTE: To access remotely (e.g., off campus or outside of a Tennessee library), you will need to enter a Tennessee public library card number.",https://tntel.info/,5/10/16 14:59,Peabody Library,,tel tsla,No,tennesseeelectroniclibrary,General,TEL is administered by the Tennessee State Library & Archives.,0,No,No,No,
21457101,Test Link,Index of information on published and unpublished tests.,http://1340.sydneyplus.com/ETS_SydneyEnterprise_External/Portal/TestCollection.aspx?lang=en-US,5/10/16 14:59,Peabody Library,,ETS,No,testlink,"Education, Psychology",,0,No,No,No,
71147339,"The Transatlantic Slave Trade, 1675-1907",Documents the British Slave Trade through records of slave traders and owners of the era.,https://microform.digital/boa/series/20/the-transatlantic-slave-trade-1675-1907,3/24/23 14:20,,,"British Online Archives, Transatlantic Stave Trade",Yes,transatlanticslavetrade,"African American and Diaspora Studies, Culture, Advocacy and Leadership, History",,1,No,No,No,
21457103,Theatre in Video,"Streaming performances of the world's leading plays and film documentaries representing hundreds of leading playwrights, actors and directors. Gull text of plays, their history of performance, production background, reference materials and ephemera. Plays are predominately 20th century and Shakespeare productions.",https://search.alexanderstreet.com/ativ/?account_id=14816,5/10/16 14:59,,,"Theater, Alexander Street",Yes,theatreinvideo,"Streaming Video, Theatre",,17,No,No,No,
21457104,Thesaurus Linguae Graecae (TLG),"Texts written in Greek from Homer to the fall of Byzantium. Personal user account required for search. Click ""register"" link to set up account. Select HELP links on the main database web page when unsure about input and Greek display.",http://stephanus.tlg.uci.edu,5/10/16 14:59,Divinity Library,,TLG Thesaurus Linguae Graecae thesaurus lingua linguae grecae,Yes,thesauruslinguaegraecae,"Biblical Studies, Church/Religious History, Classics","Access Note: Personal user account is required for search. Click ""register"" link in upper right if account is needed. Select the HELP links on the main database Web page if you are unsure which input and Greek display option you should choose.;For assistance with using Thesaurus Linguae Graecae, please consult the online help.",4,No,No,No,
21457105,Thesaurus Linguae Latinae (TLL),Latin texts from the classical period up to about 600 C.E.,https://tll.degruyter.com/,5/10/16 14:59,Divinity Library,,TLL,Yes,thesauruslinguaelatinae,"Church/Religious History, Classics",,3,No,No,No,
21457107,Times Digital Archive (London Times),"Full images of the pages of The Times (London) including advertising, book reviews, letters to the editor, and obituaries as well as news articles.",https://link.gale.com/apps/TTDA?u=nash87800,5/10/16 14:59,,,London Times,Yes,timesdigitalarchive,News and Newspapers,Coverage: 1785-2019,51,No,No,No,
21457108,Times Literary Supplement Historical Archive (TLS),"Weekly literary journal founded in 1902 as a supplement to The Sunday Times of London.  Provides comprehensive coverage of the latest and most important scholarly publications, in every subject, in several languages. Also reviews current fiction, nonfiction, theatre, cinema, music and exhibitions.  Widely considered the finest literary review in the English language, TLS sets the tone and standards for excellence in the field of literary criticism. Many distinguished writers have been contributors, including T. S. Eliot, Henry James, and Virginia Woolf.",https://link.gale.com/apps/TLSH?u=nash87800,5/10/16 14:59,,,tls,Yes,timesliterarysupplement,English,Coverage: Begins 1902.   Most recent 5 years not available.,12,No,No,No,
21457109,TOCS-IN: Tables of Contents of Journals of Interest to Classicists,"Tables of contents of classics, near eastern studies, and religion journals.",https://to-classics.info/tocs/tocs.html,5/10/16 14:59,,,tocsin  tocs in,No,tocs-in,Classics,Coverage: 1992-.,36,No,No,No,
21457110,TRACfed,"Comprehensive information about federal staffing, spending, and the enforcement activities of the federal government. Federal enforcement activities: staffing, funds, and the diverse characteristics of counties, federal districts, and states.",http://tracfed.syr.edu/,5/10/16 14:59,Law Library,,Transactional Records Access Clearinghouse,Yes,tracfed,Law,Tutorial movies: http://tracfed.syr.edu/trachelp/help_showme.shtml,1,No,No,No,
42941101,Trade Catalogues and the American Home,"Highly illustrated primary source materials that document the changing commercial tastes and fashions of the consumer over a period of rapid growth, expansion, and crisis, revealing contemporary prices and economic expenditure for households and individuals on a range of products.",http://www.tradecatalogues.amdigital.co.uk/,7/9/18 15:31,Alumni,,Adam Matthew,Yes,tradecatalogues,Primary Sources,Coverage: 1850-1950.,0,No,No,No,
21457111,Trade Policy Reviews - World Trade Organization,"Focuses on the World Trade Organization members' own trade policies and practices. They also take into account the countries' wider economic and developmental needs, their policies and objectives,and the external economic environment that they face.",http://www.wto.org/english/tratop_e/tpr_e/tp_rep_e.htm#bycountry,5/10/16 14:59,,,wto world trade organization,No,tradepolicyreviews,"Government Information, Political Science, Public Policy Studies",,0,No,No,No,
26038230,TradeLawGuide,Research database for the law of the World Trade Organization.  Extensive collection of WTO documents and related content.,https://www.tradelawguide.com/Home/Login,10/13/16 16:09,Law Library,,trade law guide,Yes,tradelawguide,Law,,1,No,No,No,
41381837,Transparent Language,"Interactive courses for learning 100+ languages, plus English as a Second Language (ESL) materials for native speakers of 26+ languages.",https://library.transparent.com/tel/game/enroll?code=tel_a_vanderbilt,4/11/18 14:55,,Registration required using vanderbilt.edu email,TLO,Yes,transparentlanguage,General,How-to Guide: https://bit.ly/2q0ZEgC,3,No,No,No,
42950544,"Travel Writing, Spectacle, and World History","Women's travel diaries and correspondence describe the travel experience and offer first hand accounts of major historical events as reported by eye witnesses, detailing key interests and themes in women’s lives, providing snapshots of cities, cultures and customs, and charting the rise of modern tourism and the travel industry.",http://www.travelwriting.amdigital.co.uk,7/10/18 8:02,Alumni,,Adam Matthew,Yes,travelwriting,"English, History, Primary Sources",Coverage: 1835 - 1976.,3,No,No,No,
67952337,Trends & Policy: U.S. Healthcare,"Connects various healthcare policies to their trending results. Timelines put the history of healthcare policy in chronological context and topic pages explain complex policy issues. Includes healthcare related public laws and hearings, legislative and executive branch reports, news articles and data series.",https://trendspolicy.proquest.com/healthcare,8/5/22 10:09,Law Library;Peabody Library,,,Yes,trendspolicyhealthcare,"Law, Public Policy Studies",,0,No,No,No,
62235610,Trends & Policy: U.S. Immigration,"Connects policies implemented by the U.S. government with the data-driven results and trends of those policies. Provides context with analytical reports, news articles, timelines, topic pages, and data visualization tools.",https://trendspolicy.proquest.com/immigration,7/8/21 8:10,Law Library;Peabody Library,,,Yes,trendspolicyimmigration,"Law, Public Policy Studies",,0,No,No,No,
75481756,Trismegistos,"Interdisciplinary portal of papyrological and epigraphical resources that provides information about ancient texts (roughly BC 800 - 800 AD) from Egypt and the Nile valley in Greek, Latin, Egyptian, and other languages.",https://www.trismegistos.org,2/16/24 7:27,,,,Yes,trismegistos,Classics,,0,No,No,No,
75734578,TumbleBookLibrary,"Digital book collection for young readers and educators. The collections includes animated story books, read alongs, chapter books, graphic novels, and non-fiction books. Lesson plans and quizzes are available for teachers.An app download is available for this resource. For login information, please contact David Golann at david.golann@vanderbilt.edu",https://www.tumblebooklibrary.com/auto_login.aspx?u=vanderbiltedu&p=books,3/7/24 9:05,Peabody Library,,"Tumble Book Library, Tumble Books",Yes,tumblebook,Education,,1,No,No,No,
75734579,TumbleMath,Comprehensive collection of math books for elementary age learners.,https://www.tumblemath.com/autologin.aspx?u=vanderbiltedu&p=math,3/7/24 9:05,Peabody Library,,Tumble Math,Yes,tumblemath,Education,,0,No,No,No,
21457112,Twayne's Authors Series,"Literary criticism: introductions to the lives and works of writers, the history and influence of literary movements, and the development of literary genres",https://go.gale.com/ps/i.do?p=G-Twayne&sw=w&u=nash87800&v=2.1&it=aboutSeries&id=5VSQ&sid=G-Twayne,5/10/16 14:59,,,twaynes TEL_database,Yes,twaynesauthors,"English, French, German, Italian, Juvenile Literature, Portuguese, Russian, Spanish",,3,No,No,No,
21457113,U. S. Congressional Serial Set (1789-2012) - ProQuest,"Contains Documents and Reports from the U.S. Senate and House of Representatives. Includes committee reports related to bills and other matters, presidential communications to Congress, maps, treaty materials, as well as some non-governmental publications. During for much of the 19th century, especially in the pre-Civil War era, the Serial Set includes materials originating not only from the U.S. Congress but also key Executive Department publications.",https://congressional.proquest.com/congressional/search/advanced/advanced?accountid=14816&groupid=95246,5/10/16 14:59,,,us congressional serial set,Yes,serialsetproquest,"Government Information, History, Law, Political Science",Coverage: 1789-2012.;,9,No,No,No,
21457114,U. S. Congressional Serial Set (1817-1979) - Readex,"House and Senate Documents and the House and Senate Reports. For political, social, cultural, military and ethnic history, international relations, travel, commerce, industrial development, etc.",https://infoweb.newsbank.com/?db=SERIAL&s_startsearch=customized,5/10/16 14:59,Law Library,,us congressional serial set U. S. Congressional Serial Set (1817-1979) newsbank readex,Yes,serialsetreadex,"Government Information, History, Law, Law: Legal History, Political Science",,9,No,No,No,
21456846,U.K. Parliamentary Papers,"Historical and current working documents from the House of Commons and the House of Lords, including papers, debates, journals, bills, and acts. Also included are command papers, Hansard (Official Report of debates), and public petitions to Parliament.",http://parlipapers.proquest.com/?accountid=14816,5/10/16 14:59,,,Proquest hcpp house of lords commons uk Parliament,Yes,ukparliamentarypapers,"Government Information, History, Primary Sources",Vendor Tutorial: http://proxy.library.vanderbilt.edu/login?url=https://proquest.libguides.com/parliamentary,79,No,No,No,
21457115,Ulrichsweb,"ISSN, publisher, language, subject, abstracting & indexing coverage, full-text database coverage, tables of contents, and reviews written by librarians on periodicals of all types: academic and scholarly journals, e-journals, peer-reviewed titles, popular magazines, newspapers, newsletters, etc.;",http://ulrichsweb.serialssolutions.com,5/10/16 14:59,Biomedical Library,,"ulrich's, ulrichs",Yes,ulrichsweb,"Biomedical/Health Sciences, General, Nursing",,4,No,No,No,
48760159,Understanding Hate in America : White Nationalism and the Press in the 1920s,"Local, regional, and national newspapers published by Klan organizations and by sympathetic publishers from across the U.S. Also includes key anti-Klan voices from newspapers published by ethnic, Catholic, and Jewish organizations.",https://kkknews.revealdigital.com/,6/21/19 9:35,,,Newspapers from the Rise and Fall of the Ku Klux Klan Reveal Digital,Yes,understandinghate,Primary Sources,Coverage: 1921-1932.,3,No,No,No,
21457118,Union List of Artist Names,"Biographical information and historical geographic data for artists and architects. Global coverage with an emphasis on Western European and American names. Includes artists and architects from the ancient period to contemporary times, with a post-medieval emphasis.",http://www.getty.edu/research/tools/vocabulary/ulan/index.html,5/10/16 14:59,,,ULAN,No,unionlistartistnames,Art,Coverage: Ancient to present.,0,No,No,No,
21457120,United Nations ECLAC Digital Repository (Economic Commission for Latin America and the Caribbean),"UN publications on: gender affairs; international trade and integration; economic development; production, poverty, and management; social development; sustainable development and human settlements; public administration and development planning; population and development; natural resources and infrastructure. In Spanish, English, and Portuguese.",http://repositorio.cepal.org/,5/10/16 14:59,,,,No,uneclacdigital,"Datasets and Statistics, Government Information, Latin American Studies",Coverage: 1990 to present.,1,No,No,No,
21457121,United Nations Treaty Collection,All multilateral treaties deposited with the Secretary-General of the United Nations and those formerly deposited with the League of Nations. Bilateral and multilateral treaties registered with and published by the UN Secretariat. Detailed treaty references and full texts are available in all authentic languages.,https://treaties.un.org/Pages/Content.aspx?path=DB/CTCs/pageIntro_en.xml,5/10/16 14:59,Law Library,,,No,untreaty,"Law, Law: International Law, Law: Legal History",,4,No,No,No,
21457123,United States Patent and Trademark Office,"Conduct patent and trademark searches, download application forms, view images of US patents. Search the roster of patent agents and attorneys. Look up current fees and announcements.",http://www.uspto.gov/,5/10/16 14:59,Science and Engineering Library,,uspto,No,uspatenttrademark,Government Information,,2,No,No,No,
2504542,UniWorld,"Contact information for headquarters, branches, subsidiaries, and affiliates of the multinational firms. Find U.S. corporations with operations in other countries and firms based in other countries with locations in the U.S.",https://uniworldonline.com/search,2/22/09 22:25,Management Library;Alumni;Peabody Library;Alumni - Management Library,,uni world,Yes,uniworld,"Business, Business: Company Information, Career Information","All current Vanderbilt University students, faculty, staff, and alumni have access to this resource, both on and off-campus. Owen alumni also have access.",9,No,No,No,
43017820,UpToDate,"Clinical resource, mostly in internal medicine.  E-textbooks; information on drugs/drug interactions; images and videos; medical calculators and decision tools, ""practice changing"" current information, and training resources. Searchable in Simplified Chinese, Traditional Chinese, English, French, German, Italian, Japanese, Portuguese, and Spanish.  Users must create a free personal account to access from off-campus .",https://myknowledgehub.vumc.org/ckmres?rid=199,7/11/18 15:35,Biomedical Library,,up to date up2date up2date.com,No,uptodate,Nursing,,21,No,No,No,
72873541,Vanderbilt Library Primary Source Collections,"Collection guides, or finding aids, to the archival collections held by Vanderbilt University Special Collections and University Archives, the History of Medicine Collection, and the Scarritt Bennett Center. Finding aids describe the context, arrangement, and structure of archival materials, allowing users to identify and request materials relevant to their research.",https://collections.library.vanderbilt.edu/,8/7/23 13:28,Special Collections and University Archives,,ArchivesSpace,No,vulprimarysource,Primary Sources,,0,No,No,No,
21457126,Vanderbilt Television News Archive,The world's most extensive and complete archive of television news. All individual network evening news broadcasts since 1968 and special news-related programming since 1989.,https://tvnews.vanderbilt.edu/,5/10/16 14:59,,,tv news,Yes,tvnewsarchive,"Communication Studies, Gender and Sexuality Studies, General, News and Newspapers, Political Science",,89,No,No,No,
21457127,Vanderbilt University Electronic Theses and Dissertations (ETD),Vanderbilt University theses and dissertations.,https://ir.vanderbilt.edu/,5/10/16 14:59,Divinity Library;Science and Engineering Library,,ETD Database,No,vuthesesdissertations,"Biblical Studies, Biological Sciences, Chemistry, Church/Religious History, Earth and Environmental Science, Engineering, General, Mathematics, Physics and Astronomy, Religious Studies, Theological Studies",Coverage: 1999 to present.;,99,No,No,No,
2504539,Vault (Business),"Industry and career guides, including employer profiles; advice on consulting case interviews, financial interviews, and career trends. Message boards. First-time users must register for a personal account using their vanderbilt.edu email address.",https://business-vanderbilt.firsthand.co/,2/22/09 22:17,Management Library;Alumni;Alumni - Management Library,,Online Career Library Firsthand,No,vaultbusiness,"Business, Career Information","To access the “Jobs” area of Vault, students should login via Handshake using their VUNetID. Alumni will have access for 4 years post-graduation.;",16,No,No,No,
64788839,Vault (Law),"Industry and career guides, including employer profiles; advice on consulting case interviews, financial interviews, and career trends. Message boards. First-time users must register for a personal account using their vanderbilt.edu email address.",https://law-vanderbilt.firsthand.co/,12/17/21 13:38,Law Library;Alumni;Alumni - Law Library,,Online Career Library Firsthand,No,vaultlaw,"Career Information, Law",,0,No,No,No,
41631151,Very Short Introductions,"Concise overviews of hundreds of diverse topics from the abstract (Knowledge) to the concrete (Coral Reefs), written by experts in the field who combine facts, analysis, new ideas, and enthusiasm to make challenging topics highly readable.",https://academic.oup.com/pages/very-short-introductions,4/25/18 15:35,,,Oxford VSI,Yes,veryshortintro,General,Video demo: https://www.youtube.com/watch?v=UOf171Mk_JU,118,No,No,No,
21457128,Vetus Latina Database,"Comprehensive patristic records for the Vetus Latina Institut in Beurum. Brepolis homepage in English, French, German, and Dutch; user interface in German; text in Latin.",https://apps.brepolis.net/vld/Default.aspx,5/10/16 14:59,Divinity Library,,,Yes,vetuslatina,"Church/Religious History, Classics","Access Note: Access is through the Brepolis web Gateway. Click on Enter Databases, then click on the GO button by Vetus Latina.;",2,No,No,No,
42950768,Victorian Popular Culture,"Primary source material relating to popular entertainment in America, Britain, and Europe. Explore the darkened halls, small backrooms, big tops, and travelling venues that hosted everything from spectacular shows and bawdy burlesque, to the world of magic, spiritualist séances, optical entertainments, and the first moving pictures.",http://www.victorianpopularculture.amdigital.co.uk/,7/10/18 8:16,Alumni,,Adam Matthew,Yes,victorianpopularculture,"English, History, Primary Sources",Coverage: 1779 - 1930.,2,No,No,No,
42951056,Virginia Company Archives,Documents the founding and economic development of Virginia covering topics such as the settlement of North America from Jamestown to the Bermudas; trade between Britain and America; the ethnic and gender composition of early Virginia; tensions among the colonists; and early relations with Native Americans.,http://www.virginiacompanyarchives.amdigital.co.uk,7/10/18 8:32,Alumni,,Adam Matthew,Yes,virginiacompany,"History, Primary Sources",Coverage: 1590 - 1790.,17,No,No,No,
43017821,Visual History Archive (USC Shoah Foundation),Streaming video collection of primary source testimonies of survivors and witnesses of crimes against humanity.,https://vha.usc.edu/search,7/11/18 15:35,,,USC Shoah Foundation,Yes,visualhistoryarchive,"German, History, Jewish Studies, Streaming Video",,86,No,No,No,
2504485,VitalLaw,"Formerly known as Cheetah, this database contains tax and accounting information in all areas. Also contains tools and smart charts.",https://my.vitallaw.com,2/18/09 20:32,Law Library;Management Library,Registration required using vanderbilt.edu email,"intelli connect, Cheetah, CCH IntelliConnect, CCH Omni",Yes,vitallaw,"Business, Business: Accounting, Law",Vendor Tutorial: http://proxy.library.vanderbilt.edu/login?url=https://www.wolterskluwer.com/en/solutions/legal-regulatory/training-support/vitallaw-training,4,No,No,No,
21457129,ViVa: A Bibliography of Women's History in Historical and Women's Studies Journals,"Bibliography of women's and gender history in historical and women's studies journals. Articles in English, French, German, Dutch, Scandinavian languages and Spanish, are selected from European, American, Canadian, Asian, Australian and New Zealand journals.",http://www.iisg.nl/womhist/vivahome.php,5/10/16 14:59,,,,No,vivabibiliography,History,Coverage: 1975-.,0,No,No,No,
21456892,vLex Justis,"Full-text legal library database of case law and legislation as well as a citator, providing authoritative coverage of over 130 jurisdictions. Formerly JustisOne.",https://justis.vlex.com,5/10/16 14:59,Law Library,,foreign law; vLex Justis,Yes,vlexjustic,Law,,7,No,No,No,
21457131,Vogue Archive,"Complete archive of American Vogue, documenting American and international fashion, culture, and society.  High-resolution color page images, with every page, advertisement, cover, and fold-out included.",https://search.proquest.com/vogue?accountid=14816,5/10/16 14:59,,,magazine,Yes,vogue,"Art, Gender and Sexuality Studies",Coverage: 1892-present.,31,No,No,No,
21457132,Voyages: The Trans-Atlantic Slave Trade Database,"Records from slaving expeditions from archives and libraries throughout the Atlantic world. Information about vessels, enslaved peoples, slave traders and owners, and trading routes. Statistical tables, graphs, maps, and timelines.",http://slavevoyages.org/,5/10/16 14:59,,,,No,voyagestransatlanticslave,"African American and Diaspora Studies, History",Coverage: 1514-1866.,40,No,No,No,
21457133,Wabash Center Guide to Internet Resources for Teaching and Learning in Theology and Religion,"Selective, annotated guide to resources of interest to those who are involved in the study and practice of religion: syllabi, electronic texts, electronic journals, websites, bibliographies, listserv discussion groups, liturgies, reference resources, software, etc.",https://www.wabashcenter.wabash.edu/,5/10/16 14:59,Divinity Library,,,No,wabashcenter,"Biblical Studies, Church/Religious History, Religious Studies, Theological Studies",,0,No,No,No,
14775046,Wall Street Journal (ProQuest Historical Newspapers),Historical access to the Wall Street Journal from ProQuest.,https://search.proquest.com/hnpwallstreetjournal?accountid=14816,8/6/15 16:40,Law Library;Management Library,,wsj,Yes,wallstreetjournal,"Business, Law",Coverage: 1889-1994.,12,No,No,No,
21457134,Washington Post,"First-hand accounts and unparalleled coverage of the politics, society and events of the time.",https://search.proquest.com/hnpwashingtonpost?accountid=14816,5/10/16 14:59,,,,Yes,washingtonpost,Law: Legal History,Coverage: 1877-1996.,9,No,No,No,
21457135,Waterloo Directory of English Newspapers and Periodicals: 1800-1900 (Series 2),"Bibliography of English publications, personal names, issuing bodies and subjects.",https://www.victorianperiodicals.com/series2,5/10/16 14:59,,,Series 2,Yes,waterloo,History,Coverage: 1800-1900.;,0,No,No,No,
2518840,Web of Science,"Citation database from journals and international conference proceedings. Cross-search of the Web of Science Core Collection, BIOSIS Previews, and the SciELO Citation Index (Latin America, Spain, Portugal, the Caribbean and South Africa).",https://webofknowledge.com,2/26/13 19:29,Biomedical Library;Management Library,,isi web of knowledge,Yes,webofscience,"Biomedical Engineering, Biomedical/Health Sciences, Business, Chemical and Biomolecular Engineering, Civil and Environmental Engineering, Electrical Engineering and Computer Science, Materials Science, Mechanical Engineering, Nursing",,212,No,No,Yes,
21457137,Web of Science Core Collection: Citation Indexes,Major journals across science disciplines. Complete bibliographic data and author abstracts. Each citation includes a list of references cited in the source article.,https://webofknowledge.com/wos,5/10/16 14:59,Biomedical Library;Science and Engineering Library,,Web of Knowledge,Yes,woscorecitation,"Biological Sciences, Biomedical/Health Sciences, Chemistry, Earth and Environmental Science, Engineering, Mathematics, Nursing, Physics and Astronomy, Psychology",,5,No,No,No,
21457138,Web of Science: Arts & Humanities Citation Index (A&HCI),"Indexes of arts and humanities journals, and selected items from scientific and social sciences journals. Complete bibliographic data and author abstracts for articles in the arts and humanities. Each citation includes a list of references cited in the source article.",http://webofknowledge.com/?DestApp=WOS&editions=AHCI,5/10/16 14:59,Divinity Library,,,Yes,wosartshumanities,"Art, Biblical Studies, Church/Religious History, French, Gender and Sexuality Studies, German, Italian, Latin American Studies, Portuguese, Religious Studies, Russian, Spanish, Theological Studies",Coverage: 1975-present.,7,No,No,No,
21457139,Web of Science: Science Citation Index Expanded,Major journals across science disciplines. Complete bibliographic data and author abstracts. Each citation includes a list of references cited in the source article.,http://webofknowledge.com/?DestApp=WOS&editions=SCI,5/10/16 14:59,Biomedical Library;Science and Engineering Library,,Web of Knowledge,Yes,wosscience,"Biological Sciences, Biomedical/Health Sciences, Chemistry, Earth and Environmental Science, Engineering, Mathematics, Nursing, Physics and Astronomy, Psychology",,11,No,No,No,
21457140,Web of Science: Social Sciences Citation Index (SSCI),"Social sciences journals, and science and technical journals related to the social sciences. Complete bibliographic data, author abstracts, and references cited.",http://webofknowledge.com/?DestApp=WOS&editions=SSCI,5/10/16 14:59,Biomedical Library;Law Library;Peabody Library,,ssci Social Sciences Citation Index (SSCI) -- Web of Science,Yes,wossocialscience,"Anthropology, Biomedical/Health Sciences, Communication Studies, Economics, Education, Gender and Sexuality Studies, Law, Nursing, Philosophy, Political Science, Psychology, Sociology",Coverage: 1900-present.,9,No,No,No,
26038231,West Academic,"Includes Nutshells, Gilbert's Summaries, Black Letter Outlines, Concise Hornbooks, and other study aid publications related to courses taught in the Law School.",https://subscription.westacademic.com,10/13/16 16:09,Law Library,,study aids,Yes,westacademic,Law,,12,No,No,No,
80264105,West African Magazines (Africa Commons),"West African Magazines includes arts, culture, and literary magazines from the 1930s to present.; Published cultural commentary, fiction, poetry, reviews, and more from Ghana, Liberia, Nigeria, Senegal, and other countries highlight both pre-independence and post-independence eras.",https://africacommons.net/modules/west-african-magazines/,3/19/25 11:37,,,,Yes,westafricanmagazines,"African American and Diaspora Studies, Anthropology",,4,No,No,No,
21457142,Westlaw,"Legal research system for Vanderbilt Law School faculty, students and staff. Please see a reference librarian for assistance.",https://lawschool.westlaw.com/,5/10/16 14:59,Law Library,,,No,westlaw,Law,Please see a reference librarian for assistance.,28,No,No,No,
26038232,Who's Who & Who Was Who,"British biographical list of people around the globe who have an impact on British life, including senior politicians, judges, civil servants, figures from the arts, academia, and other areas. Based on the Oxford Dictionary of National Biography.",https://www.ukwhoswho.com/,10/13/16 16:09,,,Whos who and who,Yes,whoswho,"English, History",,1,No,No,No,
58475639,Wiley Digital Archive,"Unique or rare historical primary sources, digitized from leading societies, libraries, and archives around the world, and made accessible in ways that tie directly to research outcomes and educational goals. Contains tools for searching, browsing, analyzing and visualizing primary source content.",https://app.wileydigitalarchives.com,11/6/20 15:39,,,British Association for the Advancement of Science,Yes,wileydigitalarchive,Primary Sources,Vendor Tutorial: Wiley Digital Archives Training Hub,31,No,No,No,
